word1,word2,freq
armaments,war,1345139
armaments,soviet,1175259
foreign,president,1092651
armaments,states,968234
foreign,mr,903130
foreign,war,898664
armaments,world,889609
armaments,government,874780
armaments,united,863769
armaments,peace,807376
armaments,president,787276
foreign,atomic,778975
armaments,us,771922
foreign,soviet,735894
armaments,american,693360
armaments,state,613923
foreign,policy,612430
armaments,communist,610833
armaments,russia,608668
foreign,united,597858
armaments,new,572982
foreign,state,567966
armaments,policy,549148
armaments,first,548042
armaments,made,524620
foreign,said,518295
armaments,nations,514108
foreign,american,510186
armaments,korea,508620
foreign,world,499522
foreign,secretary,475195
armaments,military,473784
foreign,council,472453
foreign,peace,471623
foreign,people,469375
foreign,first,461377
foreign,made,459117
armaments,said,452835
armaments,mr,452336
armaments,communists,439464
foreign,us,436981
armaments,asia,435960
foreign,moscow,431419
armaments,power,430935
armaments,acheson,421299
armaments,chinese,417795
armaments,time,412125
foreign,energy,406628
foreign,nations,403952
foreign,told,402356
armaments,south,402258
foreign,bomb,401983
armaments,russian,397233
armaments,atomic,374892
armaments,truman,374690
foreign,time,374264
foreign,new,368210
armaments,still,367828
foreign,states,367501
armaments,years,363532
armaments,people,358737
armaments,europe,355647
armaments,free,351267
foreign,russia,346927
armaments,un,345135
foreign,use,344934
armaments,far,344491
foreign,many,340732
foreign,government,336639
foreign,general,334079
foreign,work,327555
armaments,control,326094
foreign,department,325574
armaments,house,321070
armaments,foreign,319947
armaments,decision,318441
foreign,security,315572
armaments,aid,314061
armaments,international,311664
armaments,great,310788
armaments,north,309681
armaments,korean,308805
foreign,report,304643
foreign,even,304359
foreign,day,303705
armaments,union,301856
foreign,molotov,301730
armaments,japanese,301152
armaments,possible,297648
armaments,china,293268
armaments,yet,292394
armaments,revolution,292392
armaments,macarthur,291516
foreign,asked,290253
armaments,even,287602
foreign,conference,287409
foreign,press,284750
foreign,still,280666
armaments,inthe,280359
armaments,general,278666
armaments,japan,278607
armaments,secretary,277317
armaments,theunited,276855
armaments,every,272707
armaments,aggression,272475
foreign,commission,270390
foreign,statement,270297
foreign,dr,269667
foreign,international,265825
armaments,today,262195
foreign,military,260489
armaments,use,259711
foreign,make,258906
armaments,security,258046
foreign,public,257262
armaments,take,257083
armaments,pact,256939
foreign,stalin,256192
foreign,agreed,254175
armaments,action,252790
armaments,give,251037
armaments,told,250392
armaments,later,250161
armaments,however,247533
foreign,house,247230
armaments,forces,244906
armaments,present,244029
foreign,action,240611
armaments,assistance,239649
foreign,truman,238646
armaments,pm,237897
foreign,men,232379
foreign,later,232367
foreign,like,231961
armaments,year,231121
armaments,governments,231120
armaments,without,230244
armaments,many,229627
foreign,meeting,228807
armaments,necessary,228492
armaments,nothing,227616
armaments,defense,226742
foreign,take,226397
armaments,whole,225864
foreign,know,225448
foreign,washington,225277
armaments,tothe,224988
armaments,economic,224588
foreign,thought,222771
armaments,moscow,221946
foreign,every,221646
armaments,communism,220608
armaments,pacific,220608
foreign,agreement,219284
armaments,washington,219087
armaments,philippines,217980
foreign,far,217431
armaments,less,215586
armaments,national,213835
armaments,way,213831
armaments,congress,212957
armaments,get,212079
armaments,well,212079
armaments,troops,211203
foreign,right,209816
foreign,acheson,209157
armaments,nation,208728
armaments,done,208575
armaments,point,208575
foreign,give,208433
armaments,white,207699
armaments,shall,205947
foreign,went,203288
armaments,last,198295
foreign,great,197853
foreign,korea,197500
foreign,information,197353
armaments,since,196543
armaments,meeting,196542
armaments,kremlin,196542
foreign,committee,195933
armaments,work,195811
armaments,know,195021
armaments,see,194704
foreign,plan,194660
foreign,london,194092
armaments,members,193038
armaments,support,192164
armaments,home,191286
armaments,make,190643
armaments,whether,190413
armaments,energy,189765
foreign,control,189690
foreign,since,189659
foreign,decision,189591
foreign,long,189139
armaments,common,188659
armaments,already,187782
armaments,put,186907
armaments,attack,186030
foreign,south,185335
armaments,countries,185154
armaments,strength,184278
armaments,country,183633
armaments,republic,182526
foreign,necessary,182390
armaments,india,181650
armaments,staff,181005
foreign,service,180639
foreign,little,179377
foreign,way,177741
foreign,russian,177695
armaments,another,177502
foreign,part,174706
armaments,leaders,173998
armaments,think,173998
foreign,see,173905
foreign,saw,173241
armaments,situation,173125
armaments,came,173121
foreign,get,173020
armaments,navy,172245
foreign,japanese,172008
foreign,last,171837
armaments,enough,171370
armaments,day,170724
armaments,hours,169617
foreign,russians,169239
foreign,speech,169185
foreign,years,168758
foreign,came,168480
foreign,wanted,167924
armaments,decisions,167865
armaments,allies,167865
armaments,council,167452
armaments,department,167451
armaments,future,166903
armaments,plan,166346
armaments,army,166344
armaments,alliance,166113
foreign,power,165433
armaments,call,165237
armaments,pace,164361
foreign,never,163850
armaments,risks,163485
armaments,johnson,163485
foreign,white,163282
foreign,five,163041
armaments,never,162840
foreign,less,162277
foreign,baruch,161334
armaments,went,161088
armaments,part,161088
foreign,secret,160190
armaments,end,159337
foreign,took,159242
foreign,days,159134
armaments,five,158460
armaments,force,158460
foreign,paris,157924
armaments,back,157584
foreign,proposed,157052
armaments,russians,156939
foreign,three,156317
armaments,program,155834
armaments,come,155832
armaments,america,155832
foreign,miles,155660
foreign,received,155211
foreign,treaty,155168
armaments,area,154957
armaments,treaty,154080
foreign,army,153836
armaments,believe,153204
armaments,life,153204
foreign,members,152455
foreign,present,151882
foreign,however,151854
armaments,asked,151683
armaments,resolution,151366
foreign,aid,150977
foreign,representatives,150796
armaments,advisers,150578
armaments,let,150576
foreign,forces,150287
armaments,agreement,149931
armaments,become,149701
armaments,go,149701
armaments,suggestion,148824
armaments,armed,148824
foreign,staff,148736
foreign,act,148714
foreign,un,147176
armaments,send,147072
armaments,independence,146196
armaments,menace,146196
armaments,blair,145320
foreign,fact,144480
foreign,meetings,144262
foreign,situation,144110
foreign,area,143562
foreign,system,142304
armaments,system,142047
armaments,fact,141961
foreign,home,140581
foreign,given,140347
foreign,year,139884
foreign,defense,139477
armaments,toward,139421
foreign,union,139193
foreign,congress,139065
foreign,proposal,138766
armaments,line,138543
foreign,support,138432
foreign,chairman,138368
foreign,position,138304
foreign,without,138278
foreign,governments,137992
foreign,country,137941
foreign,well,137300
armaments,second,136791
armaments,act,136791
foreign,ministers,136661
foreign,troops,136305
foreign,potsdam,135427
foreign,another,135314
foreign,theunited,135306
foreign,resolution,135287
foreign,effort,135033
foreign,member,134356
foreign,certain,134272
armaments,things,134163
armaments,certain,134163
foreign,assembly,133466
foreign,discussion,133446
armaments,strong,133289
armaments,afternoon,133287
armaments,interests,133287
foreign,hope,133174
armaments,stalin,132873
foreign,macarthur,132792
armaments,like,132642
armaments,advance,132413
armaments,gave,132411
foreign,free,132381
foreign,held,132338
foreign,afternoon,131761
armaments,economy,131542
armaments,others,131536
armaments,means,131536
armaments,including,131535
armaments,june,131535
armaments,word,131449
foreign,met,131347
foreign,navy,130840
foreign,back,130776
foreign,presented,130712
armaments,rest,130660
foreign,kremlin,130217
foreign,toward,130163
armaments,germany,130014
foreign,square,129984
armaments,shortly,129783
armaments,orders,129783
armaments,dangerous,129783
foreign,whole,129765
foreign,left,129089
armaments,domestic,128909
armaments,sunday,128907
armaments,history,128907
armaments,morning,128907
armaments,demands,128907
foreign,korean,128271
foreign,think,128193
foreign,important,128086
armaments,create,128032
armaments,bolsheviks,128031
armaments,collapse,128031
armaments,theworld,128031
foreign,place,127905
foreign,common,127839
foreign,delegation,127769
foreign,north,127427
foreign,agree,127412
foreign,felt,127385
foreign,soon,127283
armaments,koreans,127155
armaments,pakistan,127155
armaments,formosa,127155
armaments,monday,127155
armaments,combat,127155
foreign,project,127116
armaments,authorized,127069
foreign,hours,126995
foreign,called,126706
armaments,days,126511
foreign,course,126193
foreign,nation,125969
foreign,point,124707
armaments,commission,124672
foreign,carry,124659
foreign,communist,122973
foreign,done,122820
armaments,man,122130
foreign,university,121678
foreign,conant,121322
armaments,chiefs,121254
foreign,test,120691
foreign,ten,119610
armaments,taken,119502
armaments,efforts,119502
foreign,informed,119081
foreign,pm,118244
foreign,force,118005
armaments,men,117981
foreign,second,117905
armaments,instead,117750
armaments,within,117750
foreign,chiefs,117739
foreign,come,117707
foreign,taken,117541
foreign,end,117421
foreign,possible,117237
armaments,press,117105
foreign,communique,116988
foreign,meet,116931
armaments,chairman,116875
armaments,clear,116875
foreign,shall,116485
armaments,joint,115998
foreign,efforts,115966
armaments,together,115122
armaments,effective,115122
armaments,bombs,115122
armaments,called,115122
foreign,political,115120
foreign,presidents,114729
foreign,europe,114685
foreign,returned,114654
armaments,night,114246
armaments,reported,114246
armaments,tell,114246
foreign,radio,114166
foreign,decisions,113942
foreign,office,113714
armaments,statement,113601
foreign,knew,113391
armaments,resources,113370
foreign,fully,112679
