Topics,Alpha,Eta,Coherence
9,0.002,0.09,0.33575498966583167
9,0.002,0.1,0.33575498966583167
9,0.003,0.01,0.35844244709448897
9,0.003,0.02,0.35398976559930445
9,0.003,0.03,0.34467930992781026
9,0.003,0.04,0.3446793099278102
9,0.003,0.05,0.3456662978602706
9,0.003,0.06,0.34419066700677203
9,0.003,0.07,0.33575498966583167
9,0.003,0.08,0.33575498966583167
9,0.003,0.09,0.33575498966583167
9,0.003,0.1,0.33575498966583167
9,0.004,0.01,0.35844244709448897
9,0.004,0.02,0.35398976559930445
9,0.004,0.03,0.34467930992781026
9,0.004,0.04,0.3446793099278102
9,0.004,0.05,0.3456662978602706
9,0.004,0.06,0.34419066700677203
9,0.004,0.07,0.33575498966583167
9,0.004,0.08,0.33575498966583167
9,0.004,0.09,0.33575498966583167
9,0.004,0.1,0.33575498966583167
9,0.005,0.01,0.35844244709448897
9,0.005,0.02,0.35398976559930445
9,0.005,0.03,0.3446793099278102
9,0.005,0.04,0.3446793099278102
9,0.005,0.05,0.3456662978602706
9,0.005,0.06,0.34419066700677203
9,0.005,0.07,0.33575498966583167
9,0.005,0.08,0.33575498966583167
9,0.005,0.09,0.33575498966583167
9,0.005,0.1,0.33575498966583167
9,0.006,0.01,0.35844244709448897
9,0.006,0.02,0.35398976559930445
9,0.006,0.03,0.3446793099278102
9,0.006,0.04,0.3446793099278102
9,0.006,0.05,0.3456662978602706
9,0.006,0.06,0.34419066700677203
9,0.006,0.07,0.33575498966583167
9,0.006,0.08,0.33575498966583167
9,0.006,0.09,0.33575498966583167
9,0.006,0.1,0.33575498966583167
9,0.007,0.01,0.35844244709448897
9,0.007,0.02,0.35398976559930445
9,0.007,0.03,0.3446793099278102
9,0.007,0.04,0.3446793099278102
9,0.007,0.05,0.3456662978602706
9,0.007,0.06,0.34419066700677203
9,0.007,0.07,0.33575498966583167
9,0.007,0.08,0.33575498966583167
9,0.007,0.09,0.33575498966583167
9,0.007,0.1,0.33575498966583167
9,0.008,0.01,0.35844244709448897
9,0.008,0.02,0.35398976559930445
9,0.008,0.03,0.3446793099278102
9,0.008,0.04,0.3446793099278102
9,0.008,0.05,0.3456662978602706
9,0.008,0.06,0.34419066700677203
9,0.008,0.07,0.33575498966583167
9,0.008,0.08,0.33575498966583167
9,0.008,0.09,0.33575498966583167
9,0.008,0.1,0.33575498966583167
9,0.009000000000000001,0.01,0.35844244709448897
9,0.009000000000000001,0.02,0.35398976559930445
9,0.009000000000000001,0.03,0.34467930992781026
9,0.009000000000000001,0.04,0.3446793099278102
9,0.009000000000000001,0.05,0.3456662978602706
9,0.009000000000000001,0.06,0.34419066700677203
9,0.009000000000000001,0.07,0.33575498966583167
9,0.009000000000000001,0.08,0.33575498966583167
9,0.009000000000000001,0.09,0.33575498966583167
9,0.009000000000000001,0.1,0.33575498966583167
9,0.01,0.01,0.35844244709448897
9,0.01,0.02,0.35398976559930445
9,0.01,0.03,0.34467930992781026
9,0.01,0.04,0.3446793099278102
9,0.01,0.05,0.3456662978602706
9,0.01,0.06,0.34419066700677203
9,0.01,0.07,0.33575498966583167
9,0.01,0.08,0.33575498966583167
9,0.01,0.09,0.33575498966583167
9,0.01,0.1,0.33575498966583167
10,0.001,0.01,0.3604253231169122
10,0.001,0.02,0.35634725535838746
10,0.001,0.03,0.35634725535838746
10,0.001,0.04,0.35634725535838746
10,0.001,0.05,0.35634725535838746
10,0.001,0.06,0.35634725535838746
10,0.001,0.07,0.35634725535838746
10,0.001,0.08,0.35634725535838746
10,0.001,0.09,0.35634725535838746
10,0.001,0.1,0.35634725535838746
10,0.002,0.01,0.3604253231169122
10,0.002,0.02,0.3604253231169122
10,0.002,0.03,0.35634725535838746
10,0.002,0.04,0.35634725535838746
10,0.002,0.05,0.35634725535838746
10,0.002,0.06,0.35634725535838746
10,0.002,0.07,0.35634725535838746
10,0.002,0.08,0.35634725535838746
10,0.002,0.09,0.35634725535838746
10,0.002,0.1,0.35634725535838746
10,0.003,0.01,0.3604253231169122
10,0.003,0.02,0.36137355848224817
10,0.003,0.03,0.35634725535838746
10,0.003,0.04,0.35634725535838746
10,0.003,0.05,0.35634725535838746
10,0.003,0.06,0.35634725535838746
10,0.003,0.07,0.35634725535838746
10,0.003,0.08,0.35634725535838746
10,0.003,0.09,0.35634725535838746
10,0.003,0.1,0.35634725535838746
10,0.004,0.01,0.3604253231169122
10,0.004,0.02,0.35634725535838746
10,0.004,0.03,0.35634725535838746
10,0.004,0.04,0.35634725535838746
10,0.004,0.05,0.35634725535838746
10,0.004,0.06,0.35634725535838746
10,0.004,0.07,0.35634725535838746
10,0.004,0.08,0.35634725535838746
10,0.004,0.09,0.35634725535838746
10,0.004,0.1,0.35634725535838746
10,0.005,0.01,0.3604253231169122
10,0.005,0.02,0.35634725535838746
10,0.005,0.03,0.35634725535838746
10,0.005,0.04,0.35634725535838746
10,0.005,0.05,0.35634725535838746
10,0.005,0.06,0.35634725535838746
10,0.005,0.07,0.35634725535838746
10,0.005,0.08,0.35634725535838746
10,0.005,0.09,0.35634725535838746
10,0.005,0.1,0.35634725535838746
10,0.006,0.01,0.3604253231169122
10,0.006,0.02,0.35634725535838746
10,0.006,0.03,0.35634725535838746
10,0.006,0.04,0.35634725535838746
10,0.006,0.05,0.35634725535838746
10,0.006,0.06,0.35634725535838746
10,0.006,0.07,0.35634725535838746
10,0.006,0.08,0.35634725535838746
10,0.006,0.09,0.35634725535838746
10,0.006,0.1,0.35634725535838746
10,0.007,0.01,0.3604253231169122
10,0.007,0.02,0.3604253231169122
10,0.007,0.03,0.35634725535838746
10,0.007,0.04,0.35634725535838746
10,0.007,0.05,0.35634725535838746
10,0.007,0.06,0.35634725535838746
10,0.007,0.07,0.35634725535838746
10,0.007,0.08,0.35634725535838746
10,0.007,0.09,0.35634725535838746
10,0.007,0.1,0.35634725535838746
10,0.008,0.01,0.3604253231169122
10,0.008,0.02,0.36137355848224817
10,0.008,0.03,0.35634725535838746
10,0.008,0.04,0.35634725535838746
10,0.008,0.05,0.35634725535838746
10,0.008,0.06,0.35634725535838746
10,0.008,0.07,0.35634725535838746
10,0.008,0.08,0.35634725535838746
10,0.008,0.09,0.35634725535838746
10,0.008,0.1,0.35634725535838746
10,0.009000000000000001,0.01,0.3604253231169122
10,0.009000000000000001,0.02,0.35634725535838746
10,0.009000000000000001,0.03,0.35634725535838746
10,0.009000000000000001,0.04,0.35634725535838746
10,0.009000000000000001,0.05,0.35634725535838746
10,0.009000000000000001,0.06,0.35634725535838746
10,0.009000000000000001,0.07,0.35634725535838746
10,0.009000000000000001,0.08,0.35634725535838746
10,0.009000000000000001,0.09,0.35634725535838746
10,0.009000000000000001,0.1,0.35634725535838746
10,0.01,0.01,0.3604253231169122
10,0.01,0.02,0.35634725535838746
10,0.01,0.03,0.35634725535838746
10,0.01,0.04,0.35634725535838746
10,0.01,0.05,0.35634725535838746
10,0.01,0.06,0.35634725535838746
10,0.01,0.07,0.35634725535838746
10,0.01,0.08,0.35634725535838746
10,0.01,0.09,0.35634725535838746
10,0.01,0.1,0.35634725535838746
