word1,word2,freq
view,war,629725
rivalry,war,556330
view,state,478202
view,nation,395335
view,government,393153
view,peace,328105
view,mr.,323717
rivalry,world,304725
view,president,274785
view,world,252651
view,union,234501
view,force,230506
view,japan,222591
view,time,222005
view,europe,201239
view,commission,190692
view,molotov,183347
view,china,183066
rivalry,cost,182876
view,russia,175070
view,agreement,170473
view,year,157182
view,country,156783
view,policy,149290
rivalry,russia,144762
view,proposal,137959
view,stalin,136231
view,power,135500
view,council,133798
view,program,129260
view,treaty,123865
view,day,121912
view,army,121112
view,trusteeship,120520
view,people,119369
view,surrender,119293
view,action,117708
view,question,116699
view,way,110095
view,term,109868
view,declaration,109317
view,strength,107159
rivalry,people,106703
view,conference,102879
view,effort,101606
view,bomb,100438
rivalry,state,100424
rivalry,air,99054
rivalry,destruction,99052
view,moscow,93616
view,today,93555
view,message,93480
rivalry,nation,91509
rivalry,time,91486
rivalry,power,91437
view,statement,90377
view,change,89039
view,control,88999
view,secretary,87878
view,member,85632
rivalry,year,83866
view,minister,79966
view,security,79775
view,marshall,78531
view,freedom,78457
view,course,76908
view,recovery,76562
view,cost,75712
view,work,75172
view,men,71940
view,island,70932
view,support,70495
rivalry,bomb,68558
view,condition,67106
view,charter,66459
view,area,65259
state,war,64236
view,situation,63895
view,meeting,63354
view,victory,62422
view,part,61527
rivalry,men,60982
rivalry,figure,60963
rivalry,weakness,60924
view,congress,60492
view,fact,60099
view,position,58817
view,plan,57856
view,help,57389
view,troop,57307
view,history,55664
view,macarthur,55314
view,basis,54326
view,order,54038
view,attack,53982
rivalry,industry,53358
rivalry,system,53357
rivalry,way,53357
rivalry,death,53339
view,party,53015
view,problem,52662
view,measure,52375
view,conflict,51672
view,approval,49501
view,base,49458
view,responsibility,49389
view,representative,49096
view,act,49087
view,result,48401
view,occupation,48120
view,draft,47807
view,interest,47525
view,obligation,47458
view,issue,46815
view,difficulty,45871
rivalry,country,45778
rivalry,europe,45772
rivalry,force,45766
rivalry,production,45728
rivalry,transportation,45716
view,promise,45610
view,decision,45506
view,demand,44686
view,arrangement,43717
view,life,43531
view,establishment,43397
view,importance,43318
view,system,42862
view,britain,42715
view,aggression,42582
view,korea,41920
view,dollar,41765
view,step,41751
view,service,41443
view,ambassador,41379
view,potsdam,41207
state,nation,41001
view,settlement,40689
view,experience,40578
state,world,40347
view,discussion,40084
view,idea,39995
view,zone,39894
view,task,39793
view,event,39489
view,maintain,39333
view,office,39210
view,week,39129
view,commander,39069
view,letter,39019
view,liberalism,38684
view,number,38674
view,division,38487
view,end,38377
rivalry,government,38204
rivalry,effort,38115
rivalry,strength,38114
rivalry,economy,38112
rivalry,dollar,38112
rivalry,end,38105
rivalry,life,38105
rivalry,line,38102
rivalry,factor,38101
rivalry,point,38101
rivalry,house,38100
rivalry,factory,38100
rivalry,damage,38099
rivalry,ground,38098
rivalry,railroad,38097
rivalry,bombardment,38095
view,opportunity,37444
view,authority,37207
view,matter,36404
view,hope,36373
view,future,36369
view,consideration,36225
view,leader,36003
view,progress,35888
view,use,35792
view,session,35584
view,negotiation,35408
view,truman,35317
view,reparation,35212
view,vote,34879
view,period,34611
state,government,34540
view,price,33913
view,bevin,33880
view,attempt,33838
view,industry,33523
view,case,33482
view,chiang,33474
view,affair,33302
view,night,33257
view,kingdom,32735
state,peace,32705
view,mean,32632
view,mind,32377
view,unity,32231
view,place,31944
view,hour,31803
view,bomber,31730
view,tokyo,31429
view,co,31057
rivalry,today,30504
rivalry,army,30504
rivalry,party,30500
rivalry,area,30497
rivalry,man,30494
rivalry,use,30488
rivalry,thing,30486
rivalry,mind,30484
rivalry,loss,30483
rivalry,equipment,30481
rivalry,enemy,30479
rivalry,plane,30479
rivalry,ability,30478
rivalry,sea,30478
rivalry,road,30478
rivalry,depression,30477
rivalry,decline,30477
rivalry,munition,30476
view,operation,30475
rivalry,effect,30457
rivalry,spot,30444
rivalry,interest,30428
view,manchuria,30333
view,thing,30287
view,objection,29919
view,man,29801
view,reason,29782
view,permit,29519
view,department,29046
view,home,28841
view,majority,28726
view,port,28665
view,independence,28412
view,crisis,28339
view,philosophy,27793
view,others,27720
view,generalissimo,27672
view,prevent,27567
view,movement,27492
view,harriman,27351
view,veto,27306
state,europe,27103
view,democracy,27101
view,prisoner,27036
state,country,26955
view,threat,26844
view,goal,26842
view,hand,26732
state,force,26506
view,assistance,26386
view,border,26210
view,law,26124
view,aid,26104
view,record,26040
view,concept,25885
view,sign,25612
view,stand,25563
view,loss,25481
view,information,25419
view,liberty,25379
view,intention,25325
view,supply,25151
view,success,24969
view,rehabilitation,24779
view,asia,24779
view,month,24532
view,budget,24506
opinion,war,24414
view,air,24353
venture,program,24302
view,development,24268
view,face,24260
view,erp,24105
view,germany,24098
view,community,24080
view,fear,24011
view,administration,23894
view,difference,23880
view,legislation,23859
view,conversation,23750
state,time,23601
view,line,23578
view,generation,23551
view,group,23336
state,china,23264
view,age,23207
view,surprise,23150
view,debt,23054
view,communism,23054
view,july,23053
view,balance,23051
rivalry,term,22891
rivalry,order,22876
rivalry,course,22875
rivalry,part,22874
rivalry,hand,22870
rivalry,service,22870
rivalry,help,22869
rivalry,conflict,22869
rivalry,place,22867
rivalry,material,22867
rivalry,kind,22864
rivalry,half,22863
rivalry,border,22862
rivalry,generation,22862
rivalry,cause,22861
rivalry,struggle,22861
rivalry,ship,22860
rivalry,target,22860
rivalry,quarter,22860
rivalry,mass,22860
rivalry,warfare,22859
rivalry,city,22859
rivalry,estimate,22858
rivalry,raid,22858
rivalry,rest,22858
rivalry,space,22858
rivalry,iii,22858
rivalry,formula,22857
rivalry,earth,22857
rivalry,battle,22857
rivalry,condition,22844
rivalry,influence,22831
rivalry,weapon,22825
rivalry,incident,22794
view,report,22715
view,defeat,22675
view,show,22602
