word1,word2,freq
american,war,2619361
american,soviet,1330931
american,state,1301022
american,united,1296720
american,world,1253226
american,nation,1080063
american,japanese,986404
american,government,964794
american,russia,852877
american,peace,806926
american,mr.,742874
american,europe,741422
american,time,694408
american,force,656759
american,russian,655670
american,us,636337
american,cost,591010
american,president,583369
american,japan,576356
american,year,567074
american,china,548790
american,even,542651
american,economic,528745
american,great,527222
american,general,520705
american,people,510381
american,union,508498
american,power,502329
american,military,496846
american,country,484807
american,far,470441
american,molotov,466475
american,made,448448
american,commission,421787
american,stalin,421460
american,army,399360
american,many,389160
american,policy,386314
american,european,381885
american,surrender,380540
american,said,372295
american,'s,371501
american,mean,369976
american,bomb,365438
american,well,363560
american,way,357455
american,program,355164
american,agreement,353096
american,political,350357
american,first,342736
american,representative,341106
american,communist,327477
american,strength,326463
american,make,319005
american,moscow,318953
american,effort,317710
american,council,316620
american,atomic,311486
american,come,305411
american,men,305206
american,foreign,301246
american,free,298134
american,another,295288
american,treaty,286597
american,proposal,285061
american,today,284598
american,term,283453
american,every,282266
american,trusteeship,281417
american,toward,276504
american,million,275506
american,day,275204
american,question,271502
american,new,271194
american,air,269741
american,long,266801
american,destruction,260537
american,action,256453
american,marshall,250289
american,present,248963
american,three,247445
american,change,241281
american,western,240930
american,national,232194
american,since,230567
american,still,226705
american,like,225420
american,end,224903
american,control,223200
american,work,221470
american,course,220893
american,conference,220766
american,possible,220720
american,system,218092
american,member,218088
american,later,218051
american,future,216079
american,party,215716
american,area,215499
american,agreed,213869
american,declaration,212503
american,let,211255
american,statement,210127
american,necessary,207118
american,fear,206995
american,major,206103
american,meeting,205645
american,result,202557
american,without,202363
american,conflict,201487
american,bombing,200744
american,troop,199922
american,freedom,198318
american,condition,197891
american,recovery,196133
american,industry,195782
american,use,195603
american,help,195455
american,five,195277
american,germany,194243
american,plan,193665
american,dollar,192276
american,part,189681
american,support,189146
american,though,187413
american,secretary,187200
american,believe,185486
american,ambassador,185038
american,congress,184679
american,message,184121
american,international,182351
american,interest,181794
american,certain,180840
american,purpose,179919
american,become,179572
american,security,177590
american,figure,177414
american,situation,176329
american,minister,175497
american,life,175128
american,responsibility,174504
american,least,174014
american,want,173625
american,order,172667
american,weakness,171524
